# 六级短语表 · 共 3398 条 · 每 50 条一个单元
# 短语来源：2ndLA/english-phrases · CET-6 短语表（CC BY-SA 4.0）；释义来源：ECDICT（MIT License）
单词,音标,中文释义,英文释义
the hell,/ðə hel/,（非正式、粗俗）咒骂性用语，用于 what、who、where、why、how 等疑问词后加强语气，表示恼怒、惊讶或不耐烦，常译作“到底、究竟”；（非正式、粗俗）the hell with ...：让……见鬼去吧，去他的……；（非正式、粗俗）the hell out of ...：用于 get、beat、scare 等动词后加强动作语气，可译作“赶紧……”“狠命地……”等,
the inner feelings,,内心的感情,
the inner life,,精神生活；内在生活,
the instant,,一...就,
the instant that,,在……的瞬间：表示某个事件或行动发生的瞬间或时刻。,
the intensity of the situation,,局势紧张,
the moment,,一…就; 此刻，那时,
the moment that,,在某个特定的时刻：表示某个事件或情况发生的具体时间点。,
the more…the more,,"愈...愈..., 越...越...",
the radio of…to,,暂无释义，可打开词卡用有道查询,
the rank and file,,"普通士兵们, 老百姓",
the same as,,"与...相同, 与...一致",
then and there,,"当时当地, 当场就",
there and then,,"当时当地, 当场就",
there's no denying,,不可否认：表示某事实无法否认或避免。,
think back,,回想,
think back to,/θɪŋk bæk tu/,回想起，回忆起,
think better of,,"重新考虑后决定不做, 经考虑...改变主意；[法] 改变...的念头",
think of,,"考虑, 关心, 想起, 记起, 想像, 有...的看法",
think out,,"彻底思考, 设计出",
think over,,仔细考虑,
think through,,彻底地全面考虑,
think up,,"想出, 发明",
thirst after,,非常渴望：极度渴望某事物或追求某种目标。,
thirst for,,"渴望, 热望",
thrash out,,研究解决,
through and through,,"完全, 彻底",
through thick and thin,,不畏艰险,
throw away,,丢弃,
throw in,,"扔进, 接合, 啮合, 入伙, 参加合伙经营",
throw light on,,"照亮,阐明,使理解,启迪",
throw light upon,,阐明，解释：提供信息或解释以帮助理解或澄清某个问题或情况。,
throw off,,"扔开, 摆脱, 匆匆脱下",
throw one's weight about,,仗势欺人,
throw one's weight around,,"滥用权势, 仗势欺人, 摆起架子指使人；[法] 仗势欺人, 过分夸耀自己的地位, 专权",
throw out,,"伸出, 扔掉, 说出, 解雇, 拒绝, 显示, 散发出, 放出, 派出, 使延伸, 打扰, 使出局；[法] 否决, 发表, 拒绝",
throw up,,"呕吐, 猛地举起, 放弃, 产生, 使显眼",
thrust at,/θrʌst æt/,猛刺，猛攻：用力向某人或某物刺去或攻击。,
thumb down,/θʌm daʊn/,否决：拒绝；不同意。,
thumb through,,翻查,
tick away,,使（分秒）在滴答声中溜走,
tick by,,时光流逝：表示时间在不知不觉中流逝。,
tide over,,"度过, 克服",
tidy away,/ˈtaɪdi əˈweɪ/,整理收拾：将（某物）放置在适当的位置，使场所整洁。,
tie down,,"束缚；[法] 限制, 约束",
tie in with,/taɪ ɪn wɪð/,与……相关联：与某人或某群体建立联系。,
tie up,,"绑好, 缚牢, 包扎, 停泊, 阻碍, 合伙, 密切联系, 占用；[法] 罢工, 停滞",
tighten up,,"使紧密, 加强; 收紧",
time after time,,"多次, 反复, 不断地",
time and again,,反复地,
time out,,n. [体]暂停比赛时间; [计]超时,
tip off,,"向...泄露, 暗中通知某人",
tire out,,使十分疲劳,
tired of,,厌烦,
to a certain extent,,在某种程度上,
to a day,,一天也不差,
to advantage,,"(使优点)突出, 有利, 效果好, 更加",
to all appearances,,"就外表来看, 显然",
to and fro,,来回,
to be on the safe side,,为了安全起见；为了保险起见,
to be sure,,"诚然, 固然, 哎呀",
to begin with,,首先,
to date,,迄今为止,
to death,,极度,
to excess,,过度,
to go,,"剩下, 还有",
to hell with,,让...见鬼去吧,
to my mind,/tu maɪ maɪnd/,在我看来：表示个人观点或意见。,
to no avail,,完全无用,
to one's credit,,"入某人帐户的贷方, 为某人带来荣誉",
to one's heart's content,,尽兴地,
to one's knowledge,,据某人所知,
to perfection,,完全地,
to say nothing of,,"更不待言, 以及",
to say the least,,退一步说,
to sb.s credit,,暂无释义，可打开词卡用有道查询,
to some degree,,有点，稍微; 在某种程度上,
to some extent,,在某种程度上,
to spare,,"多余的,备用的",
to start with,,"作为开始, 首先",
to strike a match,,擦根火柴,
to the best of one's ability,,尽力而为：尽力做到最好的程度。,
to the best of one's knowledge,,据某人所知：表示某人认为某事是真实的，但可能有某些他不知道的东西使其不真实。；尽力而为：尽可能真实地回答问题。,
to the contrary,,相反地,
to the core,,直至核心,
to the day,/tu ðə deɪ/,恰好到指定的年数：用来表示某个事件或时间与指定的年数完全相符。,
to the effect that,,"大意是, 以便",
to the fore,,"在近处, 在手头, 在前面",
to the letter,,"严格按照字句, 不择不扣地",
to the point,,"中肯, 扼要",
to the tune of,,"达到...数量, 价格达...",
to the utmost,,极度,
toe the line,,"准备起跑, 听从",
together with,,"和, 加之",
tolerance for,,对……的容忍度：指一个人或群体对某种事物或行为的容忍程度。,
tone down,,"降低, 柔和, 缓和；[经] 降低, 使缓和",
too death,,暂无释义，可打开词卡用有道查询,
top up,,加满,
touch down,,"攻方持球触地得分, (飞机着陆过程中)触地",
touch off,,"触发, 使炸裂, 激起, 勾划出",
touch on,,"与...有关, 涉及..., 提到..., 提及, 谈及",
touch up,,"润色, 唤起",
touch upon,,"与...有关, 涉及..., 提到..., 提及, 谈及",
trace back to,,"追溯到；[法] 追溯, 回溯到",
track down,,"追捕到；[法] 追踪至捕获, 探索至发现",
trade bulletin,,贸易公报,
trade in,,"[法] 折价换取, 经营, 做买卖",
trade off,,"交替换位, 交替使用, 卖掉；[法] 卖掉",
trade on,,利用,
trade upon,,(为自私的目的)利用,
trail along,,跟随，尾随：紧随某人或某物的行动或移动。,
trail away,,散去; （声音）逐渐变弱,
trail off,,"减弱, 缩小",
transition from,,从……过渡：从一个状态、阶段或情况转变为另一个状态、阶段或情况。,
transition from…to,,暂无释义，可打开词卡用有道查询,
treat of,,"论及, 涉及",
treat with,,和…谈判,
trifle with,,玩弄,
trip up,,"绊倒, 使失败",
true to tradition,,名不虚传,
trust in,,"托付, 信任, 相信",
trust to,,"信赖,依靠…",
try on,,"试穿, 试验",
try one's best,,尽力,
try one's fortune,,碰运气,
try out,,"试验, 提炼",
tuck away,,"畅饮, 大嚼",
tuck in,,"大吃, 狼吞虎咽",
tuck up,,折起,
tug of war,,n. 拔河，两派间的激烈竞争,
tumble to,,恍然大悟,
tune in to,,收听或收看：观看或收听特定的电视或广播节目或电台。,
turn a blind eye to,,熟视无睹,
turn a deaf ear to,,置若罔闻,
turn around,,（使）转身; （使）好转; 改变意见; 使变得完全不同,
turn away,,"不准...入内, 走开, 转过脸, 解雇, 避开",
turn back,,"往回走, 翻回到, 重新翻到, 折转",
turn down,,"拒绝；[法] 拒绝, 摒斥",
turn from,,对...感到厌恶,
turn in,,"拐入, 上床睡觉, 上缴, (使)向里歪, 告发, 出卖, 作出；[法] 归还, 移交, 交出",
turn into,,"进入, (使)变成",
turn off,,"关掉, 卖掉, 使转变方向, 解雇, 生产, 制造, 车削成, 使厌烦, 拐弯, 变成",
turn on,,"开, 开始, 变得兴奋, 突然显出",
turn one's back on,,"背弃, 抛弃",
turn out,,"打扫, 驱逐, 使外歪, 生产, 制造, 培养出, 翻出, 关掉, 装饰, 出动, 起床, 结果是；[法] 逐出, 驱逐, 结果",
turn over,,"打翻, 营业额达到, 周转, 移交给, 翻阅, 反复考虑, 翻身；[法] 移交, 交付, 让渡",
turn over a new leaf,,"翻开新的一页, 重新开始；[法] 改过自新",
turn round,,"转身, 转变, 改变意见, 采取新政策；[经] 船双进港卸货, 装货和离境的全部过程",
turn the corner,,"拐弯, 转危为安",
turn the tables,,"扭转局面；[法] 扭转局势, 转变形势, 转败为胜",
turn the tide,,"改变形势, 改变局面使事态急转直下",
turn to,,"转向, 变成, 求助于, 起劲地开始行动",
turn up,,"开大, 找到, 发现, 出现, 突然发生, 翻掘出, 翘起, 折起, 卷起, 拐入, 使仰卧",
under consideration,,在考虑中,
under control,,被控制住,
under cover,,隐藏着,
under discussion,,在讨论中,
under fire,,受攻击,
under no circumstances,,"在任何情况下都不,决不",
under oath,,"宣誓,发誓,凭誓言",
under one's breath,,"低声说话, 轻声说话, 耳语",
under one's oath,,暂无释义，可打开词卡用有道查询,
under penalty of,,否则受...的惩罚,
under the circumstances,,"在这些情况下, 在此情况下",
under the escort of,,在护送下,
under the weather,,"身体不舒服, 心情不好",
under way,,"进行中, 在行进",
undermine a wall,,挖墙脚,
undermine one's reputation,,暂无释义，可打开词卡用有道查询,
unknown to,,未知的：表示某人对某事物一无所知。,
up against,,面临,
up in the air,,悬而未决,
up to,,"从事于(坏事), 忙于, 胜任, 能做, 适合, 适于",
up to date,,"最近的, 最新的；[经] 直到最近的, 现代的",
up to scratch,,"准备起跑, 准备行动, 达到标准",
up to the minute,,最新的,
upon one's honor,,暂无释义，可打开词卡用有道查询,
upwards of,,"...以上, 多于...",
use up,,"用完, 耗尽；[法] 用尽",
used to,,"过去经常(做)..., 过去有规律地发生",
usher in,,"迎接..., 开创...",
verge on,,"接近,濒于,差点,行将…",
victory over,,战胜，击败：在战争、竞赛或争斗中获胜，取得胜利。,
view as,,"把...看作..., 认为...是...",
voice one's discontent,,鸣冤叫屈,
vote down,,否决,
vote in,,"选出, 选举；[法] 选举, 选出",
vulnerable to,/ˈvʌlnərəbl tu/,易受……的影响、伤害或攻击的；易患……的,
wade through,,"跋涉通过,趟水穿过,吃力地通过,费力地读完",
wait for,,等待,
wait on,,"服侍, 招待, 拜访, 焦急地等待",
wait upon,,侍候; 伏侍,
wake up,,醒来,
wake up to,/weɪk ʌp tu/,意识到：使某人从睡眠中醒来并开始意识到某事的存在或重要性。,
walk away with,,轻易取得,
walk off with,,"轻易赢得, 偷走",
walk on,,<非正>小心翼翼; （演员）上台; 轻率地对待; 继续走,
walk out,,"罢工, 领出(某人), 退席；[法] 罢工, 退席抗议, 离开",
walk out on,,[法] 遗弃,
walk over,,穿过; 走到另一地方; 把…带到另一地方; 无视…的愿望[感情],
walk up,,"沿...走, 走上",
wall in,,筑墙围住,
ward off,,"避开, 挡住",
warm to,,"同情, 爱好",
warm up,,"热身, 重新煮热, 变暖；[机] 温车",
wash one's hands,,"洗手, 解手",
wash one's hands of,,洗手不干,
wash out,,"洗净, 被洗去, 洗得退色",
wash up,,"洗手洗脸, 洗餐具",
waste away,,变得衰弱[消瘦]; 铄,
watch out,,"密切注意, 当心, 戒备, 提防",
watch out for,,"戒备, 提防, 密切注意",
water closet,,厕所,
wave aside,,置之不理,
wear away,,"磨损, 流逝, 消磨, 虚度",
wear off,,"逐渐减弱, 消失, 磨损, 耗损",
wear out,,"穿破, 用坏, 疲劳, 经受住, 消磨",
weigh against,,对…不利,
weigh up,,估量,
what about,,adv. 怎么样，以为如何（提出建议或用以引出话题）,
what if,,如果…那又怎么样?即使…那又有什么关系?,
what is more,,而且,
what is worse,,更糟的是,
what's more,,而且，另外，更重要的是,
what's worse,,更糟糕的是,
while away,,消磨,
whip up,,"激发, 激励; 匆匆做; 当场完成",
white alert,,解除空袭警报，恢复正常,
why not,,何妨；何不,
wide of the mark,,"远离目标, 毫不相关",
win out,,"获胜,完成,摆脱",
win over,,"[法] 争取到, 胜诉",
win popularity,,赢得受欢迎：获得他人的喜爱和支持。,
win through,,"历尽千辛万苦获得成功,终于获胜",
win up,,"上马, 攀登",
wind up,,"卷起, 卷拢, 上紧...发条, 使紧张, 使振奋, 结束；[经] 停止营业",
wink at,,"使眼色, 假装看不见",
wipe out,,"擦洗...的内部, 勾销(债务), 消灭；[法] 彻底消灭, 彻低毁灭, 谋杀",
wish for,,"盼望, 企求",
with a view to,,"以...为目标；[法] 为了要, 拟",
with assurance,/wɪð əˈʃʊrəns/,有把握地，有信心地：表示做某事时有信心或把握。,
with caution,,小心地,
with dispatch,,"迅速,从速",
with ease,,"容易, 不费力",
with one accord,,一致,
with reference to,,"关于；[法] 关于, 根据",
with regard to,,关于,
with respect to,,"关于..., 至于...；[法] 顾及到, 关于",
with the click of a mouse,,暂无释义，可打开词卡用有道查询,
with the exception of,,除...以外；[法] 除...外,
withdraw one's resignation,,暂无释义，可打开词卡用有道查询,
within reach,,"在附近,在不远处,离得很近,在手边",
within reason,,在合理范围内; 不过分,
within the confines of,,在……范围内：表示在某个限定的范围或边界之内。,
without compare,,无与伦比,
without doubt,,毫无疑问地,
without fail,,"务必；[法] 必定, 务必",
without question,,毫无疑问,
without reserve,,[经] 不保留,
without sake,,无缘无故,
word for word,,逐字地,
work at,,解(题),
work off,,"消除, 完成, 印出；[经] 清偿",
work on,,"继续工作, 设法说服, 影响",
work out,,"设计出, 作出, 计算出, 做工抵偿；[化] 编制",
work together with,,与……合作：与他人或团队一起工作以完成共同的任务或目标。,
work up,,"逐步建立, 逐步引起, 整理, 逐步发展",
worn out,,磨穿; 疲乏,
worth of goods,,货物价值：指货物的估价或价格。,
worth one's salt,,"称职, 胜任",
worth one's while,,"值得自己费时或操劳的, 值得自己花时间花精力的",
worthy of,,值得…的,
would rather,,"倒愿意…,宁愿…",
would rather than,,宁愿...而不愿；与其……不如,
would sooner,,"倒愿意…,宁愿…",
would sooner…than,,暂无释义，可打开词卡用有道查询,
wound up,,a. 紧张的; 兴奋的,
wrap up,,"掩饰, 伪装, 围好围巾, 包起来",
write down,,"写下, 写文章贬低, 降低地位, 减低帐面价值；[法] 记录, 记下, 以文字诋毁",
write off,,"一口气写成, 写信索取, 注销, 勾销, 取消；[化] 注销",
year after year,,"年复一年地, 年年, 每年",
year by year,,"年年, 每年",
yearn for,,渴望,
yellow alert,,空袭预备警报,
yield to,,"让步于,屈服于,向…投降",
zip up,,"增添滋味, 增加兴趣或生命力",
